language	done	key_droid	key_apple	base_value	lang_value	base_note	lang_note
Bulgarian_bg	no	food_info_serving_sizes_beans_imperial.2	dozeBeans.Serving.imperial.2	⅓ cup tofu or tempeh	½ чаша тофу или темпе		
Bulgarian_bg	no	food_info_serving_sizes_beans_imperial.3	dozeBeans.Serving.imperial.3	1 cup fresh peas or sprouted lentils	1 чаша пресен грах или снежен грах		
Bulgarian_bg	no	food_info_serving_sizes_beans_metric.0	dozeBeans.Serving.metric.0	70 g hummus or bean dip	60 г хумус или дип от боб		
Bulgarian_bg	no	food_info_serving_sizes_beans_metric.1	dozeBeans.Serving.metric.1	100 g cooked beans, split peas, or lentils	90 г варен боб, грах или леща		
Bulgarian_bg	no	food_info_serving_sizes_beans_metric.2	dozeBeans.Serving.metric.2	80 g tofu or tempeh	100 г тофу или темпе		
Bulgarian_bg	no	food_info_serving_sizes_beans_metric.3	dozeBeans.Serving.metric.3	100 g fresh peas or sprouted lentils	130 г пресен грах или снежен грах		
Bulgarian_bg	no	food_info_serving_sizes_berries_metric.0	dozeBerries.Serving.metric.0	70 g fresh or frozen	60 грам пресни или замразени боровинки		
Bulgarian_bg	no	food_info_serving_sizes_other_fruits_metric.1	dozeFruitsOther.Serving.metric.1	150 g cut-up fruit	120 грам нарязани плодове		
Bulgarian_bg	no	food_info_serving_sizes_cruciferous_vegetables_imperial.0	dozeVegetablesCruciferous.Serving.imperial.0	½ cup cooked leafy vegetables	½ чаша нарязани цветнолистни		
Bulgarian_bg	no	food_info_serving_sizes_cruciferous_vegetables_imperial.1	dozeVegetablesCruciferous.Serving.imperial.1	½ cup raw or cooked non-leafy vegetables	½ чаша брюкселско зеле		
Bulgarian_bg	no	food_info_serving_sizes_cruciferous_vegetables_imperial.2	dozeVegetablesCruciferous.Serving.imperial.2	1 cup raw leafy vegetables	1 cup raw leafy vegetables		
Bulgarian_bg	no	food_info_serving_sizes_cruciferous_vegetables_imperial.3	dozeVegetablesCruciferous.Serving.imperial.3	¼ cup broccoli sprouts	¼ чаша кълнове от броколи		
Bulgarian_bg	no	food_info_serving_sizes_cruciferous_vegetables_metric.0	dozeVegetablesCruciferous.Serving.metric.0	90 g cooked leafy vegetables	30–80 грам нарязани цветнолистни		
Bulgarian_bg	no	food_info_serving_sizes_cruciferous_vegetables_metric.1	dozeVegetablesCruciferous.Serving.metric.1	60 g raw or cooked non-leafy vegetables	80 грам брюкселско зеле		
Bulgarian_bg	no	food_info_serving_sizes_cruciferous_vegetables_metric.2	dozeVegetablesCruciferous.Serving.metric.2	90 g raw leafy vegetables	90 g raw leafy vegetables		
Bulgarian_bg	no	food_info_serving_sizes_cruciferous_vegetables_metric.3	dozeVegetablesCruciferous.Serving.metric.3	20 g broccoli sprouts	15 грам кълнове от броколи		
Bulgarian_bg	no	food_info_serving_sizes_other_vegetables_metric.1	dozeVegetablesOther.Serving.metric.1	90 g raw or cooked nonleafy vegetables	50 грам сурови или варени зеленчуци		
Bulgarian_bg	no	food_info_serving_sizes_other_vegetables_metric.2	dozeVegetablesOther.Serving.metric.2	120 ml vegetable juice	125 мл. зеленчуков сок		
Bulgarian_bg	no	food_info_serving_sizes_other_vegetables_metric.3	dozeVegetablesOther.Serving.metric.3	10 g dried mushrooms	7 грам сушени гъби		
Bulgarian_bg	no	food_info_types_other_vegetables.7	dozeVegetablesOther.Variety.Text.7	Mushrooms (button, oyster, porcini, portobello, and shiitake)	Гъби (печурки, кладница и шийтаке)		
Bulgarian_bg	no	food_info_serving_sizes_whole_grains_imperial.0	dozeWholeGrains.Serving.imperial.0	½ cup cooked whole grains, whole-wheat pasta, or corn kernels	½ чаша топла зърнена закуска или сварени зърна, паста или царевица		
Bulgarian_bg	no	food_info_serving_sizes_whole_grains_imperial.1	dozeWholeGrains.Serving.imperial.1	1 cup 100% whole grain cold cereal	1 чаша студена зърнена закуска		
Bulgarian_bg	no	food_info_serving_sizes_whole_grains_imperial.2	dozeWholeGrains.Serving.imperial.2	1 100% whole grain tortilla (or 2 smaller corn tortillas)	1 100% whole grain tortilla (or 2 smaller corn tortillas)		
Bulgarian_bg	no	food_info_serving_sizes_whole_grains_imperial.3	dozeWholeGrains.Serving.imperial.3	1 slice of 100% whole grain bread	1 тортила или филия хляб		
Bulgarian_bg	no	food_info_serving_sizes_whole_grains_metric.0	dozeWholeGrains.Serving.metric.0	100 g cooked whole grains, whole-wheat pasta, or corn kernels	100 грам топла зърнена закуска или сварени зърна, паста или царевица		
Bulgarian_bg	no	food_info_serving_sizes_whole_grains_metric.1	dozeWholeGrains.Serving.metric.1	50 g 100% whole grain cold cereal	50 грам студена зърнена закуска		
Bulgarian_bg	no	food_info_serving_sizes_whole_grains_metric.2	dozeWholeGrains.Serving.metric.2	1 100% whole grain tortilla (or 2 smaller corn tortillas)	1 100% whole grain tortilla (or 2 smaller corn tortillas)		
Bulgarian_bg	no	food_info_serving_sizes_whole_grains_metric.3	dozeWholeGrains.Serving.metric.3	1 slice of 100% whole grain bread	1 тортила или филия хляб		
Catalan_ca	yes	food_info_serving_sizes_beans_imperial.2	dozeBeans.Serving.imperial.2	⅓ cup tofu or tempeh	⅓ tassa de tofu o tempeh		
Catalan_ca	yes	food_info_serving_sizes_beans_imperial.3	dozeBeans.Serving.imperial.3	1 cup fresh peas or sprouted lentils	1 tassa de pèsols frescos o brots de llegums germinats		1 cup fresh peas or snow peas
Catalan_ca	yes	food_info_serving_sizes_beans_metric.0	dozeBeans.Serving.metric.0	70 g hummus or bean dip	70 g d'hummus o salsa de mongetes		60 g hummus or bean dip
Catalan_ca	yes	food_info_serving_sizes_beans_metric.1	dozeBeans.Serving.metric.1	100 g cooked beans, split peas, or lentils	100 g de mongetes cuites, pèsols o llenties		90 g of cooked beans, peas or lentils
Catalan_ca	yes	food_info_serving_sizes_beans_metric.2	dozeBeans.Serving.metric.2	80 g tofu or tempeh	80 g de tofu o tempeh		
Catalan_ca	yes	food_info_serving_sizes_beans_metric.3	dozeBeans.Serving.metric.3	100 g fresh peas or sprouted lentils	100 g de pèsols frescos o llegums germinats		130 g of fresh peas or snow peas
Catalan_ca	yes	food_info_serving_sizes_berries_metric.0	dozeBerries.Serving.metric.0	70 g fresh or frozen	70 g frescos o congelats		
Catalan_ca	yes	food_info_serving_sizes_other_fruits_metric.1	dozeFruitsOther.Serving.metric.1	150 g cut-up fruit	150 g de fruita tallada		
Catalan_ca	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.0	dozeVegetablesCruciferous.Serving.imperial.0	½ cup cooked leafy vegetables	½ tassa de verdures de fulla cuites		
Catalan_ca	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.1	dozeVegetablesCruciferous.Serving.imperial.1	½ cup raw or cooked non-leafy vegetables	½ tassa de verdures sense fulla cuites o crues		
Catalan_ca	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.2	dozeVegetablesCruciferous.Serving.imperial.2	1 cup raw leafy vegetables	1 tassa de verdures de fulla crues		
Catalan_ca	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.3	dozeVegetablesCruciferous.Serving.imperial.3	¼ cup broccoli sprouts	¼ tassa de brots germinats de bròquil		
Catalan_ca	yes	food_info_serving_sizes_cruciferous_vegetables_metric.0	dozeVegetablesCruciferous.Serving.metric.0	90 g cooked leafy vegetables	90 g de verdures de fulla cuites		
Catalan_ca	yes	food_info_serving_sizes_cruciferous_vegetables_metric.1	dozeVegetablesCruciferous.Serving.metric.1	60 g raw or cooked non-leafy vegetables	60 g de verdures sense fulla cuites o crues		
Catalan_ca	yes	food_info_serving_sizes_cruciferous_vegetables_metric.2	dozeVegetablesCruciferous.Serving.metric.2	90 g raw leafy vegetables	90 g de verdures de fulla crues		
Catalan_ca	yes	food_info_serving_sizes_cruciferous_vegetables_metric.3	dozeVegetablesCruciferous.Serving.metric.3	20 g broccoli sprouts	20 g de brots germinats de bròquil		
Catalan_ca	yes	food_info_serving_sizes_other_vegetables_metric.1	dozeVegetablesOther.Serving.metric.1	90 g raw or cooked nonleafy vegetables	90 g de verdures sense fulla cuites o crues 		
Catalan_ca	yes	food_info_serving_sizes_other_vegetables_metric.2	dozeVegetablesOther.Serving.metric.2	120 ml vegetable juice	120 ml de suc de verdures		
Catalan_ca	yes	food_info_serving_sizes_other_vegetables_metric.3	dozeVegetablesOther.Serving.metric.3	10 g dried mushrooms	10 g de bolets dessecats		
Catalan_ca	yes	food_info_types_other_vegetables.7	dozeVegetablesOther.Variety.Text.7	Mushrooms (button, oyster, porcini, portobello, and shiitake)	Bolets (xampinyons, gírgoles, portobello i xiitake)		
Catalan_ca	yes	food_info_serving_sizes_whole_grains_imperial.0	dozeWholeGrains.Serving.imperial.0	½ cup cooked whole grains, whole-wheat pasta, or corn kernels	½ tassa de cereals integrals, pasta integral o grans de blat cuits		
Catalan_ca	yes	food_info_serving_sizes_whole_grains_imperial.1	dozeWholeGrains.Serving.imperial.1	1 cup 100% whole grain cold cereal	1 tassa de cereals 100% integrals freds		
Catalan_ca	yes	food_info_serving_sizes_whole_grains_imperial.2	dozeWholeGrains.Serving.imperial.2	1 100% whole grain tortilla (or 2 smaller corn tortillas)	1 tortilla 100% integral (o 2 tortilles més petites de blat de moro)		
Catalan_ca	yes	food_info_serving_sizes_whole_grains_imperial.3	dozeWholeGrains.Serving.imperial.3	1 slice of 100% whole grain bread	1 tortilla o llesca de pa 100% integral		
Catalan_ca	yes	food_info_serving_sizes_whole_grains_metric.0	dozeWholeGrains.Serving.metric.0	100 g cooked whole grains, whole-wheat pasta, or corn kernels	100 g de cereals integrals, pasta integral o grans de blat cuits		
Catalan_ca	yes	food_info_serving_sizes_whole_grains_metric.1	dozeWholeGrains.Serving.metric.1	50 g 100% whole grain cold cereal	50 g de cereals 100% integrals freds		
Catalan_ca	yes	food_info_serving_sizes_whole_grains_metric.2	dozeWholeGrains.Serving.metric.2	1 100% whole grain tortilla (or 2 smaller corn tortillas)	1 tortilla 100% integral (o 2 tortilles més petites de blat de moro)		
Catalan_ca	yes	food_info_serving_sizes_whole_grains_metric.3	dozeWholeGrains.Serving.metric.3	1 slice of 100% whole grain bread	1 tortilla o llesca de pa 100% integral		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_beans_imperial.2	dozeBeans.Serving.imperial.2	⅓ cup tofu or tempeh	⅓杯豆腐或天贝		½ cup tofu or tempeh
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_beans_imperial.3	dozeBeans.Serving.imperial.3	1 cup fresh peas or sprouted lentils	1杯新鲜豌豆或萌芽扁豆		1 cup fresh peas or snow peas
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_beans_metric.0	dozeBeans.Serving.metric.0	70 g hummus or bean dip	70克鹰嘴豆或其他豆泥		60 g hummus
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_beans_metric.1	dozeBeans.Serving.metric.1	100 g cooked beans, split peas, or lentils	100克煮熟的豆子、去皮豌豆或扁豆		90g cooked beans, peas or lentils
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_beans_metric.2	dozeBeans.Serving.metric.2	80 g tofu or tempeh	80克豆腐或天贝		100 g tofu or tempeh
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_beans_metric.3	dozeBeans.Serving.metric.3	100 g fresh peas or sprouted lentils	100克新鲜豌豆或萌芽扁豆		130 g fresh peas or snow peas
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_berries_metric.0	dozeBerries.Serving.metric.0	70 g fresh or frozen	70克新鲜或冷冻		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_other_fruits_metric.1	dozeFruitsOther.Serving.metric.1	150 g cut-up fruit	150克水果丁		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.0	dozeVegetablesCruciferous.Serving.imperial.0	½ cup cooked leafy vegetables	½杯熟绿叶菜		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.1	dozeVegetablesCruciferous.Serving.imperial.1	½ cup raw or cooked non-leafy vegetables	½杯生或熟非绿叶菜		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.2	dozeVegetablesCruciferous.Serving.imperial.2	1 cup raw leafy vegetables	1杯生绿叶菜		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.3	dozeVegetablesCruciferous.Serving.imperial.3	¼ cup broccoli sprouts	¼杯西蓝花苗		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_cruciferous_vegetables_metric.0	dozeVegetablesCruciferous.Serving.metric.0	90 g cooked leafy vegetables	90克熟绿叶菜		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_cruciferous_vegetables_metric.1	dozeVegetablesCruciferous.Serving.metric.1	60 g raw or cooked non-leafy vegetables	60克生或熟非绿叶菜		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_cruciferous_vegetables_metric.2	dozeVegetablesCruciferous.Serving.metric.2	90 g raw leafy vegetables	90克生绿叶菜		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_cruciferous_vegetables_metric.3	dozeVegetablesCruciferous.Serving.metric.3	20 g broccoli sprouts	20克西蓝花苗		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_other_vegetables_metric.1	dozeVegetablesOther.Serving.metric.1	90 g raw or cooked nonleafy vegetables	90克生或熟非绿叶菜		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_other_vegetables_metric.2	dozeVegetablesOther.Serving.metric.2	120 ml vegetable juice	120毫升蔬菜汁		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_other_vegetables_metric.3	dozeVegetablesOther.Serving.metric.3	10 g dried mushrooms	10克干菇类		
Chinese_Simplified_zh-Hans	yes	food_info_types_other_vegetables.7	dozeVegetablesOther.Variety.Text.7	Mushrooms (button, oyster, porcini, portobello, and shiitake)	菇类（洋菇、平菇、牛肝菌菇、波特菇与香菇）		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_whole_grains_imperial.0	dozeWholeGrains.Serving.imperial.0	½ cup cooked whole grains, whole-wheat pasta, or corn kernels	½杯熟全谷物、全麦意大利面或玉米粒		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_whole_grains_imperial.1	dozeWholeGrains.Serving.imperial.1	1 cup 100% whole grain cold cereal	1杯100%冷全谷物麦片		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_whole_grains_imperial.2	dozeWholeGrains.Serving.imperial.2	1 100% whole grain tortilla (or 2 smaller corn tortillas)	1块100%全谷物墨西哥饼（或2块小玉米饼）		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_whole_grains_imperial.3	dozeWholeGrains.Serving.imperial.3	1 slice of 100% whole grain bread	1片100%全谷物面包		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_whole_grains_metric.0	dozeWholeGrains.Serving.metric.0	100 g cooked whole grains, whole-wheat pasta, or corn kernels	100克熟全谷物、全麦意大利面或玉米粒		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_whole_grains_metric.1	dozeWholeGrains.Serving.metric.1	50 g 100% whole grain cold cereal	50克100%冷全谷物麦片		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_whole_grains_metric.2	dozeWholeGrains.Serving.metric.2	1 100% whole grain tortilla (or 2 smaller corn tortillas)	1块100%全谷物墨西哥饼（或2块小玉米饼）		
Chinese_Simplified_zh-Hans	yes	food_info_serving_sizes_whole_grains_metric.3	dozeWholeGrains.Serving.metric.3	1 slice of 100% whole grain bread	1片100%全谷物面包		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_beans_imperial.2	dozeBeans.Serving.imperial.2	⅓ cup tofu or tempeh	1/3杯豆腐或天貝		½ cup tofu or tempeh
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_beans_imperial.3	dozeBeans.Serving.imperial.3	1 cup fresh peas or sprouted lentils	1杯新鮮豌豆或萌芽扁豆		1 cup fresh peas or snow peas
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_beans_metric.0	dozeBeans.Serving.metric.0	70 g hummus or bean dip	70克鷹嘴豆或其他豆泥		60 g hummus
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_beans_metric.1	dozeBeans.Serving.metric.1	100 g cooked beans, split peas, or lentils	100克煮熟的豆子、去皮豌豆或扁豆		90g cooked beans, peas or lentils
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_beans_metric.2	dozeBeans.Serving.metric.2	80 g tofu or tempeh	80克豆腐或天貝		100 g tofu or tempeh
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_beans_metric.3	dozeBeans.Serving.metric.3	100 g fresh peas or sprouted lentils	100克新鮮豌豆或萌芽扁豆		130 g fresh peas or snow peas
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_berries_metric.0	dozeBerries.Serving.metric.0	70 g fresh or frozen	70克新鮮或冷凍		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_other_fruits_metric.1	dozeFruitsOther.Serving.metric.1	150 g cut-up fruit	150克水果丁		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.0	dozeVegetablesCruciferous.Serving.imperial.0	½ cup cooked leafy vegetables	½杯熟綠葉菜		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.1	dozeVegetablesCruciferous.Serving.imperial.1	½ cup raw or cooked non-leafy vegetables	½杯生或熟非綠葉菜		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.2	dozeVegetablesCruciferous.Serving.imperial.2	1 cup raw leafy vegetables	1杯生綠葉菜		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.3	dozeVegetablesCruciferous.Serving.imperial.3	¼ cup broccoli sprouts	¼杯花椰菜苗		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_cruciferous_vegetables_metric.0	dozeVegetablesCruciferous.Serving.metric.0	90 g cooked leafy vegetables	90克熟綠葉菜		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_cruciferous_vegetables_metric.1	dozeVegetablesCruciferous.Serving.metric.1	60 g raw or cooked non-leafy vegetables	60克生或熟非綠葉菜		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_cruciferous_vegetables_metric.2	dozeVegetablesCruciferous.Serving.metric.2	90 g raw leafy vegetables	90克生綠葉菜		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_cruciferous_vegetables_metric.3	dozeVegetablesCruciferous.Serving.metric.3	20 g broccoli sprouts	20克花椰菜苗		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_other_vegetables_metric.1	dozeVegetablesOther.Serving.metric.1	90 g raw or cooked nonleafy vegetables	90克生或熟非綠葉菜		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_other_vegetables_metric.2	dozeVegetablesOther.Serving.metric.2	120 ml vegetable juice	120毫升蔬菜汁		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_other_vegetables_metric.3	dozeVegetablesOther.Serving.metric.3	10 g dried mushrooms	10克乾菇類		
Chinese_Traditional_zh-Hant	yes	food_info_types_other_vegetables.7	dozeVegetablesOther.Variety.Text.7	Mushrooms (button, oyster, porcini, portobello, and shiitake)	菇類（洋菇、秀珍菇、牛肝菌菇、波特菇與香菇）		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_whole_grains_imperial.0	dozeWholeGrains.Serving.imperial.0	½ cup cooked whole grains, whole-wheat pasta, or corn kernels	½杯熟全穀物、全麥義大利麵或玉米粒		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_whole_grains_imperial.1	dozeWholeGrains.Serving.imperial.1	1 cup 100% whole grain cold cereal	1杯100%冷全穀物麥片		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_whole_grains_imperial.2	dozeWholeGrains.Serving.imperial.2	1 100% whole grain tortilla (or 2 smaller corn tortillas)	1塊100%全穀物墨西哥餅（或2塊小玉米餅）		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_whole_grains_imperial.3	dozeWholeGrains.Serving.imperial.3	1 slice of 100% whole grain bread	1片100%全穀物麵包		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_whole_grains_metric.0	dozeWholeGrains.Serving.metric.0	100 g cooked whole grains, whole-wheat pasta, or corn kernels	100克熟全穀物、全麥義大利麵或玉米粒		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_whole_grains_metric.1	dozeWholeGrains.Serving.metric.1	50 g 100% whole grain cold cereal	50克100%冷全穀物麥片		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_whole_grains_metric.2	dozeWholeGrains.Serving.metric.2	1 100% whole grain tortilla (or 2 smaller corn tortillas)	1塊100%全穀物墨西哥餅（或2塊小玉米餅）		
Chinese_Traditional_zh-Hant	yes	food_info_serving_sizes_whole_grains_metric.3	dozeWholeGrains.Serving.metric.3	1 slice of 100% whole grain bread	1片100%全穀物麵包		
Czech_cs	yes	food_info_serving_sizes_beans_imperial.2	dozeBeans.Serving.imperial.2	⅓ cup tofu or tempeh	⅓ šálku tofu nebo tempehu		
Czech_cs	yes	food_info_serving_sizes_beans_imperial.3	dozeBeans.Serving.imperial.3	1 cup fresh peas or sprouted lentils	1 šálek čerstvého hrášku nebo naklíčené čočky		
Czech_cs	yes	food_info_serving_sizes_beans_metric.0	dozeBeans.Serving.metric.0	70 g hummus or bean dip	70 g hummusu nebo fazolového dipu		
Czech_cs	yes	food_info_serving_sizes_beans_metric.1	dozeBeans.Serving.metric.1	100 g cooked beans, split peas, or lentils	100 g vařených fazolí, hrachu nebo čočky		
Czech_cs	yes	food_info_serving_sizes_beans_metric.2	dozeBeans.Serving.metric.2	80 g tofu or tempeh	80 g tofu nebo tempehu		
Czech_cs	yes	food_info_serving_sizes_beans_metric.3	dozeBeans.Serving.metric.3	100 g fresh peas or sprouted lentils	100 g čerstvého hrášku nebo naklíčené čočky		
Czech_cs	yes	food_info_serving_sizes_berries_metric.0	dozeBerries.Serving.metric.0	70 g fresh or frozen	70 g čerstvé nebo mražené		
Czech_cs	yes	food_info_serving_sizes_other_fruits_metric.1	dozeFruitsOther.Serving.metric.1	150 g cut-up fruit	150 g nakrájeného ovoce		
Czech_cs	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.0	dozeVegetablesCruciferous.Serving.imperial.0	½ cup cooked leafy vegetables	½ šálku vařené listové zeleniny		
Czech_cs	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.1	dozeVegetablesCruciferous.Serving.imperial.1	½ cup raw or cooked non-leafy vegetables	½ šálku syrové nebo vařené nelistové zeleniny		
Czech_cs	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.2	dozeVegetablesCruciferous.Serving.imperial.2	1 cup raw leafy vegetables	1 šálek syrové listové zeleniny		
Czech_cs	yes	food_info_serving_sizes_cruciferous_vegetables_imperial.3	dozeVegetablesCruciferous.Serving.imperial.3	¼ cup broccoli sprouts	¼ šálku brokolicových klíčků		
Czech_cs	yes	food_info_serving_sizes_cruciferous_vegetables_metric.0	dozeVegetablesCruciferous.Serving.metric.0	90 g cooked leafy vegetables	90 g vařené listové zeleniny		
Czech_cs	yes	food_info_serving_sizes_cruciferous_vegetables_metric.1	dozeVegetablesCruciferous.Serving.metric.1	60 g raw or cooked non-leafy vegetables	60 g syrové nebo vařené nelistové zeleniny		
Czech_cs	yes	food_info_serving_sizes_cruciferous_vegetables_metric.2	dozeVegetablesCruciferous.Serving.metric.2	90 g raw leafy vegetables	90 g syrové listové zeleniny		
Czech_cs	yes	food_info_serving_sizes_cruciferous_vegetables_metric.3	dozeVegetablesCruciferous.Serving.metric.3	20 g broccoli sprouts	20 g brokolicových klíčků		
Czech_cs	yes	food_info_serving_sizes_other_vegetables_metric.1	dozeVegetablesOther.Serving.metric.1	90 g raw or cooked nonleafy vegetables	90 g syrové nebo vařené nelistové zeleniny		
Czech_cs	yes	food_info_serving_sizes_other_vegetables_metric.2	dozeVegetablesOther.Serving.metric.2	120 ml vegetable juice	120 ml zeleninové šťávy		
Czech_cs	yes	food_info_serving_sizes_other_vegetables_metric.3	dozeVegetablesOther.Serving.metric.3	10 g dried mushrooms	10 g sušených hub		
Czech_cs	yes	food_info_types_other_vegetables.7	dozeVegetablesOther.Variety.Text.7	Mushrooms (button, oyster, porcini, portobello, and shiitake)	Houby (pečárka - bílá, hnědá, hlíva ústřičná a shiitake)		
Czech_cs	yes	food_info_serving_sizes_whole_grains_imperial.0	dozeWholeGrains.Serving.imperial.0	½ cup cooked whole grains, whole-wheat pasta, or corn kernels	½ šálku vařených obilných zrn, celozrnných pšeničných těstovin nebo kukuřice		
Czech_cs	yes	food_info_serving_sizes_whole_grains_imperial.1	dozeWholeGrains.Serving.imperial.1	1 cup 100% whole grain cold cereal	1 šálek 100% celozrnných snídaňových cereálií		
Czech_cs	yes	food_info_serving_sizes_whole_grains_imperial.2	dozeWholeGrains.Serving.imperial.2	1 100% whole grain tortilla (or 2 smaller corn tortillas)	1 100% celozrnná tortilla (nebo 2 menší kukuřičné tortilly)		
Czech_cs	yes	food_info_serving_sizes_whole_grains_imperial.3	dozeWholeGrains.Serving.imperial.3	1 slice of 100% whole grain bread	1 krajíc 100% celozrnného chleba		
Czech_cs	yes	food_info_serving_sizes_whole_grains_metric.0	dozeWholeGrains.Serving.metric.0	100 g cooked whole grains, whole-wheat pasta, or corn kernels	100 g vařených obilných zrn, celozrnných pšeničných těstovin nebo kukuřice		
Czech_cs	yes	food_info_serving_sizes_whole_grains_metric.1	dozeWholeGrains.Serving.metric.1	50 g 100% whole grain cold cereal	50 g 100% celozrnných snídaňových cereálií		
Czech_cs	yes	food_info_serving_sizes_whole_grains_metric.2	dozeWholeGrains.Serving.metric.2	1 100% whole grain tortilla (or 2 smaller corn tortillas)	1 100% celozrnná tortilla (nebo 2 menší kukuřičné tortilly)		
Czech_cs	yes	food_info_serving_sizes_whole_grains_metric.3	dozeWholeGrains.Serving.metric.3	1 slice of 100% whole grain bread	1 krajíc 100% celozrnného chleba		
French_fr	yes	food_info_serving_sizes_beans_imperial.2	dozeBeans.Serving.imperial.2	⅓ cup tofu or tempeh	⅓ tasse de tofu ou tempeh		
