key_droid	key_apple	base_value	lang_value	base_comment
food_info_types_cruciferous_vegetables[7]	dozeVegetablesCruciferousVarietyText[7]	Horseradish	Horseradish	  
food_info_types_cruciferous_vegetables[8]	dozeVegetablesCruciferousVarietyText[8]	Kale (black, green, and red)	Kale (black, green, and red)	  
food_info_types_cruciferous_vegetables[9]	dozeVegetablesCruciferousVarietyText[9]	Kohlrabi (green and purple)	Kohlrabi (green and purple)	  
food_info_types_cruciferous_vegetables[10]	dozeVegetablesCruciferousVarietyText[10]	Mustard greens	Mustard greens	  
food_info_types_cruciferous_vegetables[11]	dozeVegetablesCruciferousVarietyText[11]	Radishes	Radishes	  
food_info_types_cruciferous_vegetables[12]	dozeVegetablesCruciferousVarietyText[12]	Turnip greens	Turnip greens	  
food_info_types_cruciferous_vegetables[13]	dozeVegetablesCruciferousVarietyText[13]	Watercress	Watercress	  
food_info_types_other_vegetables[0]	dozeVegetablesOtherVarietyText[0]	Artichokes	Artichokes	  
food_info_types_other_vegetables[1]	dozeVegetablesOtherVarietyText[1]	Asparagus	Asparagus	  
food_info_types_other_vegetables[2]	dozeVegetablesOtherVarietyText[2]	Beets	Beets	  
food_info_types_other_vegetables[3]	dozeVegetablesOtherVarietyText[3]	Bell peppers	Bell peppers	  
food_info_types_other_vegetables[4]	dozeVegetablesOtherVarietyText[4]	Carrots	Carrots	  
food_info_types_other_vegetables[5]	dozeVegetablesOtherVarietyText[5]	Corn	Corn	  
food_info_types_other_vegetables[6]	dozeVegetablesOtherVarietyText[6]	Garlic	Garlic	  
food_info_types_other_vegetables[7]	dozeVegetablesOtherVarietyText[7]	Mushrooms (button, oyster, portobello, and shiitake)	Mushrooms (button, oyster, portobello, and shiitake)	  
food_info_types_other_vegetables[8]	dozeVegetablesOtherVarietyText[8]	Okra	Okra	  
food_info_types_other_vegetables[9]	dozeVegetablesOtherVarietyText[9]	Onions	Onions	  
food_info_types_other_vegetables[10]	dozeVegetablesOtherVarietyText[10]	Purple potatoes	Purple potatoes	  
food_info_types_other_vegetables[11]	dozeVegetablesOtherVarietyText[11]	Pumpkin	Pumpkin	  
food_info_types_other_vegetables[12]	dozeVegetablesOtherVarietyText[12]	Sea vegetables (arame, dulse, and nori)	Sea vegetables (arame, dulse, and nori)	  
food_info_types_other_vegetables[13]	dozeVegetablesOtherVarietyText[13]	Snap peas	Snap peas	  
food_info_types_other_vegetables[14]	dozeVegetablesOtherVarietyText[14]	Squash (delicata, summer, and spaghetti squash varieties)	Squash (delicata, summer, and spaghetti squash varieties)	  
food_info_types_other_vegetables[15]	dozeVegetablesOtherVarietyText[15]	Sweet potatoes/yams	Sweet potatoes/yams	  
food_info_types_other_vegetables[16]	dozeVegetablesOtherVarietyText[16]	Tomatoes	Tomatoes	  
food_info_types_other_vegetables[17]	dozeVegetablesOtherVarietyText[17]	Zucchini	Zucchini	  
food_info_types_beverages[0]	dozeBeveragesVarietyText[0]	Black tea	Black tea	  
food_info_types_beverages[1]	dozeBeveragesVarietyText[1]	Chai tea	Chai tea	  
food_info_types_beverages[2]	dozeBeveragesVarietyText[2]	Vanilla chamomile tea	Vanilla chamomile tea	  
food_info_types_beverages[3]	dozeBeveragesVarietyText[3]	Coffee	Coffee	  
food_info_types_beverages[4]	dozeBeveragesVarietyText[4]	Earl grey tea	Earl grey tea	  
food_info_types_beverages[5]	dozeBeveragesVarietyText[5]	Green tea	Green tea	  
food_info_types_beverages[6]	dozeBeveragesVarietyText[6]	Hibiscus tea	Hibiscus tea	  
food_info_types_beverages[7]	dozeBeveragesVarietyText[7]	Hot chocolate	Hot chocolate	  
food_info_types_beverages[8]	dozeBeveragesVarietyText[8]	Jasmine tea	Jasmine tea	  
food_info_types_beverages[9]	dozeBeveragesVarietyText[9]	Lemon balm tea	Lemon balm tea	  
food_info_types_beverages[10]	dozeBeveragesVarietyText[10]	Matcha tea	Matcha tea	  
food_info_types_beverages[11]	dozeBeveragesVarietyText[11]	Almond blossom oolong tea	Almond blossom oolong tea	  
food_info_types_beverages[12]	dozeBeveragesVarietyText[12]	Peppermint tea	Peppermint tea	  
food_info_types_beverages[13]	dozeBeveragesVarietyText[13]	Rooibos tea	Rooibos tea	  
food_info_types_beverages[14]	dozeBeveragesVarietyText[14]	Water	Water	  
food_info_types_beverages[15]	dozeBeveragesVarietyText[15]	White tea	White tea	  
food_info_types_nuts[0]	dozeNutsVarietyText[0]	Almonds	Almonds	  
food_info_types_nuts[1]	dozeNutsVarietyText[1]	Brazil nuts	Brazil nuts	  
food_info_types_nuts[2]	dozeNutsVarietyText[2]	Cashews	Cashews	  
food_info_types_nuts[3]	dozeNutsVarietyText[3]	Chia seeds	Chia seeds	  
food_info_types_nuts[4]	dozeNutsVarietyText[4]	Hazelnuts	Hazelnuts	  
food_info_types_nuts[5]	dozeNutsVarietyText[5]	Hemp seeds	Hemp seeds	  
food_info_types_nuts[6]	dozeNutsVarietyText[6]	Macadamia nuts	Macadamia nuts	  
food_info_types_nuts[7]	dozeNutsVarietyText[7]	Pecans	Pecans	  
food_info_types_nuts[8]	dozeNutsVarietyText[8]	Pistachios	Pistachios	  
food_info_types_nuts[9]	dozeNutsVarietyText[9]	Pumpkin seeds	Pumpkin seeds	  
food_info_types_nuts[10]	dozeNutsVarietyText[10]	Sesame seeds	Sesame seeds	  
food_info_types_nuts[11]	dozeNutsVarietyText[11]	Sunflower seeds	Sunflower seeds	  
food_info_types_nuts[12]	dozeNutsVarietyText[12]	Walnuts	Walnuts	  
meal_vinegar[heading]	tweakMealVinegar[heading]	Incorporate Vinegar (2 tsp with each meal)		
meal_vinegar[short]	tweakMealVinegar[short]	Incorporate Vinegar (2 tsp with each meal)		
meal_vinegar[text]	tweakMealVinegar[text]	Never drink vinegar straight. Instead, flavor meals or dress a side salad with any of the sweet and savory vinegars out there. If you want to drink it, make sure to mix it in a glass of water and, afterward, be sure to rinse your mouth out with water to protect your tooth enamel.		

nightly_trendelenburg[heading]	tweakNightlyTrendelenbrug[heading]	Experiment with Mild Trendelenburg		
nightly_trendelenburg[short]	tweakNightlyTrendelenbrug[short]	Experiment with Mild Trendelenburg		
nightly_trendelenburg[text]	tweakNightlyTrendelenbrug[text]	Try spending at least four hours a night lying with your body tilted head-down six degrees by elevating the posts at the foot of your bed by eight inches (or by nine inches if you have a California king). Be extremely careful when you get out of bed, as this causes orthostatic intolerance in most people, even if you\'re young and healthy—meaning if you get up too fast, you can feel dizzy, faint, or light-headed and could fall and hurt yourself. So get up slowly. Drinking two cups of cold water thirty minutes before rising may also help prevent this potentially hazardous side effect.\n\n*IMPORTANT: Do not try this at home at all if you have any heart or lung issues, acid reflux, or problems with your brain (like head trauma) or eyes (even a family history of glaucoma disqualifies you). Also do not try this until you ask your physician if they think it\'s safe for you to sleep in mild Trendelenburg.*		

daily_blackcumin[heading]	tweakDailyBlackCumin[heading]	Black Cumin (¼ tsp)		
daily_blackcumin[short]	tweakDailyBlackCumin[short]	Black Cumin (Nigella sativa) (¼ tsp)		
daily_blackcumin[text]	tweakDailyBlackCumin[text]	As noted in the Appetite Suppression section, a systematic review and meta-analysis of randomized, controlled weight-loss trials found that about a quarter teaspoon of black cumin powder every day appears to reduce body mass index within a span of a couple of months. Note that black cumin is different from regular cumin, for which the dosing is different.		

meal_negcal[heading]	tweakMealNegCal[heading]	Preload with "Negative Calorie" Foods		
meal_negcal[short]	tweakMealNegCal[short]	Preload with "Negative Calorie" Foods		
meal_negcal[text]	tweakMealNegCal[text]	As the first course, start each meal with an apple or a Green Light soup or salad containing fewer than one hundred calories per cup.		

daily_hydrate[heading]	tweakDailyHydrate[heading]	Stay Hydrated		
daily_hydrate[short]	tweakDailyHydrate[short]	Stay Hydrated		
daily_hydrate[text]	tweakDailyHydrate[text]	Check this box if your urine never appears darker than a pale yellow. Note that if you\'re eating riboflavin-fortified foods (such as nutritional yeast), then base this instead on getting nine cups of unsweetened beverages a day for women (which would be taken care of by the green tea and water preloading recommendations) or thirteen cups a day for men. If you have heart or kidney issues, don\'t increase fluid intake at all without first talking with your physician. Remember, diet soda may be calorie-free, but it\'s not consequence-free, as we learned in the Low in Added Sugar section.		

daily_nutriyeast[heading]	tweakDailyNutriYeast[heading]	Nutritional Yeast (2 tsp)		
daily_nutriyeast[short]	tweakDailyNutriYeast[short]	Nutritional Yeast (2 tsp)		
daily_nutriyeast[text]	tweakDailyNutriYeast[text]	Two teaspoons of baker\'s, brewer\'s, or nutritional yeast contains roughly the amount of beta 1,3/1,6 glucans found in randomized, double-blind, placebo-controlled clinical trials to facilitate weight loss.		

nightly_fast[heading]	tweakNightlyFast[heading]	Fast After 7:00 pm		
nightly_fast[short]	tweakNightlyFast[short]	Fast After 7:00 p.m.		
nightly_fast[text]	tweakNightlyFast[text]	Due to our circadian rhythms, food eaten at night is more fattening than the exact same food eaten earlier in the day, so fast every night for at least twelve hours starting before 7:00 p.m. The fewer calories after sundown, the better.		

meal_undistracted[heading]	tweakMealUndistracted[heading]	Enjoy Undistracted Meals		
meal_undistracted[short]	tweakMealUndistracted[short]	Enjoy Undistracted Meals		
meal_undistracted[text]	tweakMealUndistracted[text]	Don\'t eat while watching TV or playing on your phone. Give yourself a check for each meal you\'re able to eat without distraction.		

meal_water[heading]	tweakMealWater[heading]	Preload with Water		
meal_water[short]	tweakMealWater[short]	Preload with Water		
meal_water[text]	tweakMealWater[text]	Time your metabolism-boosting two cups of cool or cold unflavored water before each meal to also take advantage of its preload benefits.		

daily_frontload[heading]	tweakDailyFrontLoad[heading]	Front-Load Your Calories		
daily_frontload[short]	tweakDailyFrontLoad[short]	Front-Load Your Calories		
daily_frontload[text]	tweakDailyFrontLoad[text]	There are metabolic benefits to distributing more calories to earlier in the day, so make breakfast (ideally) or lunch your largest meal of the day in true king/prince/pauper style.		

daily_deflourdiet[heading]	tweakDailyDeflourDiet[heading]	Deflour Your Diet		
daily_deflourdiet[short]	tweakDailyDeflourDiet[short]	Deflour Your Diet		
daily_deflourdiet[text]	tweakDailyDeflourDiet[text]	Check this box every day your whole grain servings are in the form of intact grains. The powdering of even 100 percent whole grains robs our microbiomes of the starch that would otherwise be ferried down to our colons enclosed in unbroken cell walls.		

daily_cumin[heading]	tweakDailyCumin[heading]	Cumin (½ tsp with lunch and dinner)		
daily_cumin[short]	tweakDailyCumin[short]	Cumin (Cuminum cyminum) (½ tsp with lunch and dinner)		
daily_cumin[text]	tweakDailyCumin[text]	Overweight women randomized to add a half teaspoon of cumin to their lunches and dinners beat out the control group by four more pounds and an extra inch off their waists. There is also evidence to support the use of the spice saffron, but a pinch a day would cost a dollar, whereas a teaspoon of cumin costs less than ten cents.		

daily_ginger[heading]	tweakDailyGinger[heading]	Ground Ginger (1 tsp) or Cayenne Pepper (½ tsp)		
daily_ginger[short]	tweakDailyGinger[short]	Ground Ginger (1 tsp) or Cayenne Pepper (½ tsp)		
daily_ginger[text]	tweakDailyGinger[text]	Randomized controlled trials have found that ¼ teaspoon to 1½ teaspoons a day of ground ginger significantly decreased body weight for just pennies a day. It can be as easy as stirring the ground spice into a cup of hot water. Note: Ginger may work better in the morning than evening. Chai tea is a tasty way to combine the green tea and ginger tricks into a single beverage. Alternately, for BAT activation, you can add one raw jalapeño pepper or a half teaspoon of red pepper powder (or, presumably, crushed red pepper flakes) into your daily diet. To help beat the heat, you can very thinly slice or finely chop the jalapeño to reduce its bite to little prickles, or mix the red pepper into soup or the whole-food vegetable smoothie I featured in one of my cooking videos on NutritionFacts.org.		

weigh_twice[heading]	tweakWeightTwice[heading]	Weigh Yourself Twice a Day		
weigh_twice[short]	tweakWeightTwice[short]	Weigh Yourself Twice a Day		
weigh_twice[text]	tweakWeightTwice[text]	Regular self-weighing is considered crucial for long-term weight control, but there is insufficient evidence to support a specific frequency of weighing. My recommendation is based on the one study that found that twice daily—upon waking and right before bed—appeared superior to once a day (about six versus two pounds of weight loss over twelve weeks).		

daily_garlic[heading]	tweakDailyGarlic[heading]	Garlic Powder (¼ tsp)		
daily_garlic[short]	tweakDailyGarlic[short]	Garlic Powder (¼ tsp)		
daily_garlic[text]	tweakDailyGarlic[text]	Randomized, double-blind, placebo-controlled studies have found that as little as a daily quarter teaspoon of garlic powder can reduce body fat at a cost of perhaps two cents a day.		

complete_intentions[heading]	tweakCompleteIntentions[heading]	Complete Your Implementation Intentions		
complete_intentions[short]	tweakCompleteIntentions[short]	Complete Your Implementation Intentions		
complete_intentions[text]	tweakCompleteIntentions[text]	Every two months, create three new implementation intentions—"if X, then Y" plans to perform a particular behavior in a specific context—and check each one of them off as you complete them every day.		

daily_timerestrict[heading]	tweakDailyTimeRestrict[heading]	Time-Restrict Your Eating		
daily_timerestrict[short]	tweakDailyTimeRestrict[short]	Time-Restrict Your Eating		
daily_timerestrict[text]	tweakDailyTimeRestrict[text]	Confine eating to a daily window of time of your choosing under twelve hours in length that you can stick to consistently, seven days a week. Given the circadian benefits of reducing evening food intake, the window should end before 7:00 p.m.		

nightly_sleep[heading]	tweakNightlySleep[heading]	Get Sufficient Sleep		
nightly_sleep[short]	tweakNightlySleep[short]	Get Sufficient Sleep		
nightly_sleep[text]	tweakNightlySleep[text]	Check this box if you get at least seven hours of sleep at your regular bedtime.		

daily_greentea[heading]	tweakDailyGreenTea[heading]	Green Tea (3 cups)		
daily_greentea[short]	tweakDailyGreenTea[short]	Green Tea (3 cups)		
daily_greentea[text]	tweakDailyGreenTea[text]	Drink three cups a day between meals (waiting at least an hour after a meal so as to not interfere with iron absorption). During meals, drink water, black coffee, or hibiscus tea mixed 6:1 with lemon verbena, but never exceed three cups of fluid an hour (important given my water preloading advice). Take advantage of the reinforcing effect of caffeine by drinking your green tea along with something healthy you wish you liked more, but don\'t consume large amounts of caffeine within six hours of bedtime. Taking your tea without sweetener is best, but if you typically sweeten your tea with honey or sugar, try yacon syrup instead.		

meal_twentyminutes[heading]	tweakMeal20Minutes[heading]	Follow the Twenty-Minute Rule		
meal_twentyminutes[short]	tweakMeal20Minutes[short]	Follow the Twenty-Minute Rule		
meal_twentyminutes[text]	tweakMeal20Minutes[text]	Whether through increasing viscosity or the number of chews, or decreasing bite size and eating rate, dozens of studies have demonstrated that no matter how we boost the amount of time food is in our mouths, it can result in lower caloric intake. So extend meal duration to at least twenty minutes to allow your natural satiety signals to take full effect. How? By choosing foods that take longer to eat and eating them in a way that prolongs the time they stay in your mouth. Think bulkier, hardier, chewier foods in smaller, well-chewed bites.		

exercise_timing[heading]	tweakExerciseTiming[heading]	Optimize Exercise Timing		
exercise_timing[short]	tweakExerciseTiming[short]	Optimize Exercise Timing		
exercise_timing[text]	tweakExerciseTiming[text]	The Daily Dozen\'s recommendation for optimum exercise duration for longevity is ninety minutes of moderately intense activity a day, which is also the optimum exercise duration for weight loss. Anytime is good, and the more, the better, but there may be an advantage to exercising in a fasted state, at least six hours after your last meal. Typically, this would mean before breakfast, but if you timed it right, you could exercise midday before a late lunch or, if lunch is eaten early enough, before dinner. This is the timing for nondiabetics. Diabetics and prediabetics should instead start exercising thirty minutes after the start of a meal and ideally go for at least an hour to completely straddle the blood sugar peak. If you had to choose a single meal to exercise after, it would be dinner, due to the circadian rhythm of blood sugar control that wanes throughout the day. Ideally, though, breakfast would be the largest meal of the day, and you\'d exercise after that—or, even better, after every meal.		

app_name	DJR-bj-qUq.text	Daily Dozen	Daily Dozen	"""Daily Dozen"" application name"
welcome_to_my_daily_dozen	19L-gq-W5M.text	Welcome to my Daily Dozen!	Welcome to my Daily Dozen!	
activity_welcome_text	dwQ-CS-gz3.text	Use this app on a daily basis to keep track of the foods and advice I recommend for optimal health and longevity in my books How Not to Die and How Not to Diet.	Use this app on a daily basis to keep track of the foods and advice I recommend for optimal health and longevity in my books How Not to Die and How Not to Diet.	
	gX5-vX-xBe.text	version 3.2.11	version 3.2.11	Application release version
for_health_alone	atR-un-jgX.text	For Health Alone	For Health Alone	
daily_dozen_only	ReM-AP-Fpp.normalTitle	Daily Dozen Only	Daily Dozen Only	
for_health_and_weight_loss	OdG-YQ-lT8.text	For Health and Weight Loss	For Health and Weight Loss	
daily_dozen_and_tweaks	Lef-Iw-Ywr.normalTitle	Daily Dozen + 21 Tweaks	Daily Dozen + 21 Tweaks	
imperial		metric	metric	
metric		imperial	imperial	
	settings_units_0_imperial	Imperial	Imperial	"Part of ""Imperial/Metric/Toggle Units"" selector"
	settings_units_1_metric	Metric	Metric	"Part of ""Imperial/Metric/Toggle Units"" selector"
	settings_units_2_toggle	Toggle Units	Toggle Units	"Part of ""Imperial/Metric/Toggle Units"" selector"
units	3bd-8h-kcX.text	Units:	Units:	
serving_sizes	eU6-je-hVN.text	Serving Sizes	Serving Sizes	
types	YVI-sV-TDX.text	Types	Types	
units	kho-9G-OWe.text	Units:	Units:	
	YVI-sV-TDA.text	Activity	Activity	
	YVI-sV-TDD.text	Description	Description	
servings_all	S0Q-oB-VgE.text	All servings	All servings	
servings_some	jBv-4d-ofX.text	Some servings	Some servings	
history	sLd-Kq-bLv.text	History	History	
latest_videos	uxH-8I-ydF.text	Latest Videos	Latest Videos	
	zQy-Dn-WXM.text	Book: How Not to Die	Book: How Not to Die	
	Cxo-5D-YUZ.text	Book: How Not to Die Cookbook	Book: How Not to Die Cookbook	
	MWr-7S-G8N.text	Book: How Not to Diet	Book: How Not to Diet	
daily_dozen_challenge	beF-Xl-TAq.text	Daily Dozen Challenge	Daily Dozen Challenge	
donate	mqA-Vp-LZ7.text	Donate	Donate	
subscribe	dRO-1W-3EK.text	Subscribe	Subscribe	
open_source	qVR-SQ-jmS.text	Open Source	Open Source	
about	qGY-wh-1gB.text	About	About	
servings	1HM-mL-ZV9.text	Servings	Servings	
out_of		out of	out of	"Part of ""0 out of 24"""
format_num_days		%d days	%d days	Formatted string %d days
twenty_one_tweaks	tweak_entry_header	21 Tweaks	21 Tweaks	
format_num_days	Vbn-R9-kuu.text	100 days	100 days	
back_to_today	7XY-Lo-Hwf.normalTitle	Back to today	Back to today	
back_to_today	Qfe-bW-SP4.normalTitle	 Back to today	Back to today	
back_to_today	OIQ-oh-3QN.normalTitle	 Back to today	 Back to today	
	OC8-wt-JgC.normalTitle	Today	Today	
	iHh-5a-01X.normalTitle	Today	Today	
	6FY-X2-BdZ.normalTitle	Today	Today	
	Ebp-Lw-fWk.normalTitle	Advanced Utilities		
				
	IFs-g0-SPV.headerTitle	Measurement Units		
	IFs-g0-SPV.footerTitle	Set to always be one unit type or enable the 'Units:' toggle button.	Set to always be one unit type or enable the 'Units:' toggle button.	
	WdR-XV-IyP.headerTitle	21 Tweak Visibility	21 Tweak Visibility	
daily_dozen_only	OZO-Xa-v5G.segmentTitles[0]	Daily Dozen Only	Daily Dozen Only	
daily_dozen_and_tweaks	OZO-Xa-v5G.segmentTitles[1]	Daily Dozen + 21 Tweak	Daily Dozen + 21 Tweak	
	WdR-XV-IyP.footerTitle	"For health alone, use ""Daily Dozen Only"". For health and weight loss use ""Daily Dozen + 21 Tweaks""."	"For health alone, use ""Daily Dozen Only"". For health and weight loss use ""Daily Dozen + 21 Tweaks""."	
daily_reminder_title		Daily Dozen Reminder	Daily Dozen Reminder	
daily_reminder_text	reminder.alert.text	Update your servings for today	Update your servings for today	Alert notification text
	GiY-ao-2ee.headerTitle	Daily Reminder	Daily Reminder	
daily_reminder_settings		Daily Reminder Settings		a reminder that is triggered every day
	itH-G7-Kal.text	Enable Reminders		
	reminder.state.off	Off	Off	'Off' as in 'On or Off', reminder is not enabled
	XFw-2q-BdT.text	On	On	'On' as in 'On or Off'
enable_daily_reminder		Enable Daily Reminders	Enable Daily Reminders	On/Off toggle label
	pjz-An-Ls5.text	Enable Reminders	Enable Reminders	On/Off toggle label
remind_me_at	kR3-Sa-Fpt.text	Remind me at:	Remind me at:	
vibrate	reminder.settings.vibrate	Vibrate	Vibrate	Android notification `vibrate`
play_sound	YP6-dP-Y62.text	Play Sound	Play Sound	
	NRG-eE-YhG.normalTitle	Clear	Clear	
	7l0-os-Oqt.normalTitle	Clear	Clear	
	FBJ-Im-BZk.text	Time	Time	
	g3G-kp-d2S.text	Time	Time	
	xCp-N8-5Uc.text	Morning (upon waking)	Morning (upon waking)	
	77g-xa-ali.text	Evening (right before bed)	Evening (right before bed)	
time_scale	27q-rq-qbu.text	Time Scale	Time Scale	
time_scale	XdW-g4-ZUO.text	Time Scale	Time Scale	
time_scale	v2E-Ao-OVz.text	Time Scale	Time Scale	
servings_time_scale_choices[0]	sM6-A9-KeP.segmentTitles[0]	Day	Day	Calendar view scale control
servings_time_scale_choices[1]	sM6-A9-KeP.segmentTitles[1]	Month	Month	Calendar view scale control
servings_time_scale_choices[2]	sM6-A9-KeP.segmentTitles[2]	Year	Year	Calendar view scale control
servings_time_scale_choices[0]	vXy-0q-Ind.segmentTitles[0]	Day	Day	Calendar view scale control
servings_time_scale_choices[1]	vXy-0q-Ind.segmentTitles[1]	Month	Month	Calendar view scale control
servings_time_scale_choices[2]	vXy-0q-Ind.segmentTitles[2]	Year	Year	Calendar view scale control
servings_time_scale_choices[0]	fcu-ZA-byN.segmentTitles[0]	Day	Day	Calendar view scale control
servings_time_scale_choices[1]	fcu-ZA-byN.segmentTitles[1]	Month	Month	Calendar view scale control
servings_time_scale_choices[2]	fcu-ZA-byN.segmentTitles[2]	Year	Year	Calendar view scale control
	XYD-fX-adn.normalTitle	Edit Data	Edit Data	
	NSHealthShareUsageDescription	The 21 Tweaks feature accesses your HealthKit data to provide updates to your daily weight measurements.	The 21 Tweaks feature accesses your HealthKit data to provide updates to your daily weight measurements.	
	NSHealthUpdateUsageDescription	The 21 Tweaks feature can write weight data to HealthKit to help you keep track of your progress.	The 21 Tweaks feature can write weight data to HealthKit to help you keep track of your progress.	
